canonical_stock_id,ticker,name,exchange,valid_from,valid_to,source,mapping_status
CMIN-CN:600436.SH,600436.SH,片仔癀,SH,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:002714.SZ,002714.SZ,牧原股份,SZ,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:601231.SH,601231.SH,环旭电子,SH,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:601966.SH,601966.SH,玲珑轮胎,SH,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:603659.SH,603659.SH,璞泰来,SH,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:603087.SH,603087.SH,甘李药业,SH,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:600183.SH,600183.SH,生益科技,SH,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:600588.SH,600588.SH,用友网络,SH,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:000166.SZ,000166.SZ,申万宏源,SZ,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:600332.SH,600332.SH,白云山,SH,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:002568.SZ,002568.SZ,百润股份,SZ,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:603939.SH,603939.SH,益丰药房,SH,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:688169.SH,688169.SH,石头科技,SH,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:603806.SH,603806.SH,福斯特,SH,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:600660.SH,600660.SH,福耀玻璃,SH,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:601865.SH,601865.SH,福莱特,SH,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:002230.SZ,002230.SZ,科大讯飞,SZ,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:603486.SH,603486.SH,科沃斯,SH,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:300888.SZ,300888.SZ,稳健医疗,SZ,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:002475.SZ,002475.SZ,立讯精密,SZ,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:002049.SZ,002049.SZ,紫光国微,SZ,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:000938.SZ,000938.SZ,紫光股份,SZ,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:601899.SH,601899.SH,紫金矿业,SH,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:601236.SH,601236.SH,红塔证券,SH,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:603517.SH,603517.SH,绝味食品,SH,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:600606.SH,600606.SH,绿地控股,SH,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:002044.SZ,002044.SZ,美年健康,SZ,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:000333.SZ,000333.SZ,美的集团,SZ,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:600893.SH,600893.SH,航发动力,SH,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:300413.SZ,300413.SZ,芒果超媒,SZ,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:002024.SZ,002024.SZ,苏宁易购,SZ,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:002032.SZ,002032.SZ,苏泊尔,SZ,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:300677.SZ,300677.SZ,英科医疗,SZ,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:002493.SZ,002493.SZ,荣盛石化,SZ,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:603259.SH,603259.SH,药明康德,SH,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:300433.SZ,300433.SZ,蓝思科技,SZ,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:002841.SZ,002841.SZ,视源股份,SZ,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:600655.SH,600655.SH,豫园股份,SH,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:300558.SZ,300558.SZ,贝达药业,SZ,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:601108.SH,601108.SH,财通证券,SH,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:600519.SH,600519.SH,贵州茅台,SH,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:002460.SZ,002460.SZ,赣锋锂业,SZ,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:300760.SZ,300760.SZ,迈瑞医疗,SZ,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:600438.SH,600438.SH,通威股份,SH,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:600763.SH,600763.SH,通策医疗,SH,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:601658.SH,601658.SH,邮储银行,SH,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:600132.SH,600132.SH,重庆啤酒,SH,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:600143.SH,600143.SH,金发科技,SH,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:600383.SH,600383.SH,金地集团,SH,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:603882.SH,603882.SH,金域医学,SH,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:688111.SH,688111.SH,金山办公,SH,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:002202.SZ,002202.SZ,金风科技,SZ,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:300999.SZ,300999.SZ,金龙鱼,SZ,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:601633.SH,601633.SH,长城汽车,SH,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:000625.SZ,000625.SZ,长安汽车,SZ,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:000661.SZ,000661.SZ,长春高新,SZ,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:600900.SH,600900.SH,长江电力,SH,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:000783.SZ,000783.SZ,长江证券,SZ,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:600584.SH,600584.SH,长电科技,SH,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:600745.SH,600745.SH,闻泰科技,SH,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:300274.SZ,300274.SZ,阳光电源,SZ,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:601225.SH,601225.SH,陕西煤业,SH,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:601012.SH,601012.SH,隆基股份,SH,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:600600.SH,600600.SH,青岛啤酒,SH,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:603501.SH,603501.SH,韦尔股份,SH,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:002120.SZ,002120.SZ,韵达股份,SZ,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:002352.SZ,002352.SZ,顺丰控股,SZ,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:002600.SZ,002600.SZ,领益智造,SZ,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:002414.SZ,002414.SZ,高德红外,SZ,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:002938.SZ,002938.SZ,鹏鼎控股,SZ,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
CMIN-CN:002601.SZ,002601.SZ,龙佰集团,SZ,2018-01-01,2021-12-31,CMIN-Dataset unified master,mapped
